countryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AGO,6637.242825958409,3070.5964909996583,1300.998961929093,863.4170180863869,541.2560754665654,645.119979174015,720.4056538695806,840.002346213342,995.4857679002276,1082.9923679625986,805.7296163901239,841.6703471586321,848.4322191875443,1030.0926542450968,851.0942674216778,621.3157160814633,362.62260052957726,321.96972834206804,162.23837149302688,103.318821415737,52.35646632591083
ALB,158.5900256658462,188.70872236507256,215.56029754078295,259.60824376033173,326.71402991392745,350.967013269537,363.8867564835485,420.3868583024263,487.5600963352612,481.166650220964,461.8464228289132,483.04890223411655,453.753876194062,478.717747531968,508.2695032547291,422.95016408777286,450.341963735157,497.55058929367726,561.1920462652563,575.2544801487941,593.69902161295
ARE,7170.703868204714,6828.167316975945,6796.074635268469,6659.080054625937,5971.428243349807,4997.349970179274,4175.3773333072095,3602.756055913664,3505.8672059495884,4172.13117907213,3847.462122269857,3901.1691131618095,3899.926575910271,4596.680945405655,4762.252013372985,5660.7873060699285,5818.424472360257,6198.865112307135,5527.642816330593,6224.08165864774,5954.20206724634
ARG,5500.803856970778,5341.5700568818975,1272.2472929716955,1390.320951248945,1457.584094750522,1724.149862609525,1797.4801733268732,2000.5295643166016,2122.465170162877,1956.632374289435,1943.0924439523897,2012.9740141610264,1779.4431066576944,1450.227413960485,983.7794240103684,928.2233921375924,595.4902581088625,541.5390556863535,285.1701729104099,155.39477101693427,97.11641503185268
ARM,109.42309151524556,112.32654337382682,109.74418166226025,127.5272111811826,153.29894149507018,212.5844495721768,254.58005321902905,360.20519610108227,434.0989267218246,413.36288921807886,404.2078807920501,419.9339769277656,381.304152081764,420.67919179181246,432.44095933442657,419.45305047128784,427.4191731454575,417.5224862552068,408.378246026526,478.6650008634903,557.4678138984128
ATG,2293.29190038918,2426.2789935777096,2731.0180224251526,2407.667382594532,2486.500081646021,2346.171647451811,2375.646372769244,2606.825479021546,2974.9889311177617,2834.754005913921,2354.523079984862,2236.331569664903,2287.3266913712578,2193.6527372105206,2191.286521936916,2189.1723194235024,2213.305499423731,2302.2985676582416,2321.725015909901,2390.749998080901,2434.31556068645
AZE,278.3556238887256,262.34577222400105,247.57960707636903,267.0574886195652,300.4691659192813,319.4927797833158,368.56216608083656,538.7216401851528,541.1407212949505,783.0118713574668,794.2440953019326,730.2831428989991,769.8048984848314,786.8580764899351,845.665440010507,736.5278021414647,468.5780275854096,380.2697995635626,356.86308314116974,384.8727217612219,522.6952259423709
BDI,63.01839107365484,57.04825328188199,49.07648420915854,47.92760052432338,52.7088720776839,38.44136229146685,44.463006850767584,52.9018458120295,52.06575923853024,49.16373346759477,55.588239068055486,57.1533570035367,51.44663440918,51.4430618357499,54.789520506732416,43.45560721884799,41.61731382925368,41.43618967738686,41.33182037728013,41.55744667017094,43.91286855612306
BEN,55.46296423989676,54.982537281160376,56.757712782091566,77.25488635013292,85.90277984450428,86.59441816527396,94.87935168963013,105.58713865893084,123.58423801666986,128.61699518203588,120.55330488816335,124.59613938287538,118.32489983754868,126.51714305589894,120.68689790218764,111.8482689710254,101.05800022681754,108.0746645516633,116.52784966909122,114.13580009416437,129.45693044693863
BFA,51.353848948987896,53.483454453880725,57.11343788991947,66.6309833468604,77.8970400849431,79.62988475509766,90.74455018300242,110.58105194091306,107.070903041922,105.23048612836092,99.97197341501538,107.31723966918857,102.10329526302662,111.42931668250029,119.20066418312835,103.50540949760584,110.02327926217464,124.50352903690596,129.31281845249282,140.9516755997249,141.89713084558554
BGD,38.72119702150831,36.27202751287142,36.017729630123625,37.549924641614936,38.58718185813748,38.81503898095212,39.28444006973899,39.80288992748592,40.57001585364305,41.33963401525693,42.76205425142953,43.92786679138413,41.14405991452524,43.33245638637361,48.75235615959714,52.02326244884701,59.66569429057231,63.73659902644435,69.48903125639806,71.71605453838525,70.1455373644994
BGR,593.6600150883912,591.3580541035399,657.9232669516532,876.5087321430913,995.728499413726,1008.5162869323,1094.9122664062425,1179.8948416591832,1384.5461405871567,1248.619215700182,1193.5120486884302,1239.005614424968,1151.5408874972554,1296.9487720761483,1308.9297558978242,1093.0996383993015,1104.6245636758986,1173.6900588099231,1342.631906649382,1357.945821638132,1545.3636637182362
BHR,4083.06280942535,4245.849360923769,4262.200244189453,4191.626102425685,3751.663498863982,3403.8284084392785,3040.232068072518,2899.5492803482584,2672.1632230087835,3189.984804393825,2939.689404568136,3115.05426771819,3545.881600554863,3721.372145530737,3962.931422380393,4338.159147097304,4182.235679528233,4044.44917567517,3852.80107686437,3621.448327555586,3715.021107260848
BHS,2896.5378304451,3051.894419258328,3045.5197702336936,3014.131404096572,3078.63815467512,3039.946311783673,3210.974159868129,3152.016351227253,3347.782282582543,3573.2725351385334,3529.7832481718165,3853.352355367189,3736.979950810281,3499.89516155026,3320.0690278769835,3375.285297346519,3183.346204653268,3541.795451930119,3464.1360357056096,4069.106358790774,3356.803751568571
BIH,540.2839441194051,544.4038347472188,589.9890981707921,728.8444485460597,759.639438542413,823.6397788862607,846.2052874315518,987.419682429388,1169.8568855743808,1148.9801571748776,1098.137020158684,1175.8704209293862,1107.7338204506111,1164.64610079508,1199.506461668432,1009.9826429570236,1002.7997426406516,1030.20906853234,1100.308661328634,1062.6559777770617,1116.9202172371831
BLR,3930.1825829392974,2363.598719418777,1892.7735100747125,1811.085073263245,1859.039883327799,2069.2202356663765,2122.201871262745,2230.102106692795,2209.169809034849,1652.7983693963542,1664.50206095375,882.1166528214112,539.8840850794635,506.44437699891085,457.87351661019255,306.4292895686814,250.64180187194972,264.47551629017823,260.07283053649314,274.89660285902846,234.5775448848077
BLZ,519.0442736555539,536.4741016871943,599.2233309650422,651.3493289866186,634.4455006212886,655.1965791090554,653.1684305986539,684.7056464471394,704.7386275408202,713.7933305526917,719.0508627353732,694.5410648496378,683.5454822614694,680.7395497646488,683.755056728131,708.0716867061201,739.9840747837616,729.1904198667743,785.5190565797342,814.8200878364252,621.912655365282
BOL,302.788645577441,305.7555476835288,287.76934661239625,281.0405133707931,273.06174848028184,270.7618810407799,252.2460152108733,259.1108726749246,277.02758907691606,321.65500303383584,309.95807623928306,323.2573470557112,327.50449066123946,354.59317632479707,391.2484215318108,480.7010421299585,492.7891223786252,493.41907698503456,522.0108292929327,544.7062191733881,495.8836641779887
BRA,1720.8315310987628,1379.6553791599586,1153.3254518511549,1056.6594894824243,1124.4235548634438,1409.931221373173,1635.3883065110997,1908.2825429299528,2096.8042452194645,1984.2459794255071,2324.8291955571767,2472.857907449269,2123.504542012389,2002.5487125770849,1853.7751207621552,1294.8674342614236,1219.7403199139644,1326.83753624246,1154.8947853041302,1086.6416118400948,808.4091740874047
BRB,2182.2115694716863,2159.233000318658,2305.410377533203,3101.6879776582964,2864.0348721361493,2802.8198464610127,2568.245868797431,2344.2568008102844,2405.8111732498955,2707.0483128960504,2563.809513189801,2545.7960966404817,2486.4903409720328,2378.180957073172,2299.7184313463717,2235.212805195535,2252.021819181877,2045.2090585166627,1973.8242527977088,1887.526833796731,1511.3641517874894
BRN,8816.3471092891,9725.597151192487,9160.47658199315,8423.901744042949,7859.692684894406,6584.402377633952,6966.6243440776025,9097.15201777755,7104.256296748863,9129.804251800551,9389.412786604422,8812.265040850454,8696.893809927342,9171.832343961374,9256.674459105176,9818.979484784031,9857.004853850747,9976.362733248576,9219.577523719572,9723.265494524529,9778.55065300199
BTN,280.6990847474684,277.67277832515833,280.76334769309926,306.312571825841,335.1724404859641,381.0356740823604,379.33733151169065,436.624270147116,427.15650567230057,457.6386816606867,501.5391145230658,526.8748599730437,456.6368737943636,379.8701417864176,372.34417507017696,392.6455447862321,378.95079366245386,393.3269128545717,388.5524103508226,420.5172086319653,346.7288326610593
BWA,1969.2283838188864,1595.7814429049838,1462.6288379694588,1890.893737457021,1877.289726872884,1669.3225397195358,1366.2129222022495,1420.281269245073,1536.5488597043209,1375.804807660125,1448.7422905392957,1408.1899085948871,1357.5254236860185,1307.3191135104212,1352.1094386381092,1197.473142060322,1007.5003159491334,1083.6507561654455,1109.87391172373,1127.0350280741352,1175.018449167097
CAF,49.7745292909096,42.49678970390262,44.750526481845725,37.25027719793552,42.88224627515258,35.471182882774926,28.953458325669175,30.093445877012748,35.76393365993661,36.96583625077304,38.79204972040365,39.43746103953599,58.18820787324664,60.66468565055108,54.13764423648468,44.59430481895493,44.99429127133308,46.26801562693091,49.92103156290201,27.15139951181969,31.359535394689583
CHL,1109.99557028474,966.4813350287592,915.9049650898944,901.6142631436802,1014.9452125957188,1115.8933854117215,1162.9077843980858,1265.4404996612934,1399.6476445448764,1424.2335093635336,1599.1700007122522,1743.8049898265913,1810.1916248480932,1889.6803041071687,1706.056169870517,1538.693186272133,1582.5879806668645,1686.616426157785,1779.9512805139293,1646.9406062295095,1479.530611824753
CHN,257.42163289978606,270.0881576600558,286.7854090963655,298.9053788848821,312.4892535676093,353.6872605811901,408.0176428835125,479.3961003011768,566.7551610122871,638.723192436738,701.0778127093388,836.0079067011957,949.0775253837204,1044.6829300922766,1120.961742398095,1207.307069781748,1213.696105713671,1266.783682270889,1392.833135402694,1427.1683504619227,1454.3280877402794
CIV,137.85245075778792,123.9720221999284,119.97810813421762,158.1223531251004,173.45776580000336,167.35400936387103,158.08054288377429,168.5781318462859,172.30784341529838,164.4571775277227,150.1438822062078,135.91893791182008,148.50291112668222,162.29167355078314,173.2131392759829,108.84626802009012,123.52727488057072,140.9278619261458,154.6500902373098,149.93087703909535,152.99547242074672
CMR,87.63898478273131,94.55386835722028,97.7604767381408,121.54533408696189,135.20927604568791,131.1901444121061,125.27634593918144,140.3155668817571,162.667323099965,160.25171349935226,150.4422286911492,170.1729220414587,161.19526826927972,172.44346197525184,175.28417723033937,152.09351872960946,152.70547418204995,144.399828548312,152.5919039256473,142.97564180965867,146.06106153688464
COG,234.1648836195065,279.0101951959492,390.1626078722068,432.3415736102891,411.8165413650947,359.064647124912,385.7279305156839,500.3885642532238,397.5289539381113,449.9078233636545,360.52002407830486,456.61082204329085,484.63196399734113,496.2684972707633,614.31817350929,582.7276588566746,574.639252109552,459.20836460478006,338.13921457078885,285.37398815236423,321.176892698706
COL,775.0197098364451,708.2600555822847,635.7541575694257,551.2965905535452,629.6288894315476,656.3895311599484,676.0251804487856,800.938505691097,826.649365462306,791.6869057459857,927.6364098621316,979.1906272148666,1046.9459188104163,1097.1972634056997,1070.6290269269668,827.0914796327017,734.0880670924845,776.1144402565058,811.2659666684045,760.9095098882617,700.3343213107729
COM,102.81111390671173,99.5362936738386,104.96530776784373,125.19151379817804,137.01616945024378,137.61139547536766,139.19290599443326,145.17097887750325,161.27606741591032,161.72938066435398,151.17153218915382,154.35043076142543,135.2170293655111,132.41384354364638,145.4782136772243,123.70070606412568,124.86770894158062,131.87095570599766,132.9232947971122,125.01472559056606,128.9330607952255
CPV,275.95938946166507,269.8644541429173,294.48984845331967,363.0409678879348,434.7066905543972,460.14458265606953,495.9152185694141,607.4712715532722,662.3726532157651,660.0498063244548,639.2444673926811,692.8535109736048,592.0415521868714,618.9710213446384,650.2044363601568,553.7028017521682,523.729834340095,569.260253948354,609.3390241175517,597.3681243291959,600.6553975591129
CRI,1511.7640033904836,1499.7362721778188,1432.7741043690855,1311.2316095611604,1184.287541196286,1075.6528830622556,1036.835223609136,1065.498696522558,1146.4249328577584,1194.4894520037926,1430.2151397691837,1565.549414115081,1615.143132462709,1680.1754178267868,1586.07599795088,1632.7224021647507,1627.527981638456,1576.7449005589,1552.418633507656,1606.240237779532,1610.5390502511025
CUB,1074.740836990732,1153.3994351260253,1287.6262130993327,1318.4353999200184,1463.9542607817357,1542.376038135458,1655.8757587893738,1952.8686770147076,2292.875023898297,2274.5842421776624,2077.9566496996927,2174.754426822677,2014.9068839966344,2099.9786502538104,2114.8305127180056,2191.5390934550032,2179.583053343741,2144.6569197012054,2136.6901984794545,2079.256977707458,2025.9422431634005
CYP,2139.963466328113,2230.482296103744,2502.2465521374907,3207.126615285976,3383.4257591921405,3457.005336698665,3673.109251457739,4028.4177664808526,4556.805262873174,4592.972126085612,4352.508995250872,4677.737885875088,4072.118248938285,3828.276214292252,3394.9369011447834,2829.592504991489,2779.327433574107,2892.9775485660884,3109.927859209817,3428.4441945785097,4015.422817192153
CZE,1433.5163149129614,1497.5947386262478,1905.2051057937704,2398.623470843216,2599.710678761568,2919.547182067419,3229.1754186327817,3621.137884993967,4393.537235680802,4029.287981687314,4073.545171853853,4300.942871639668,3784.70608056739,3835.0483369960734,3622.709806214505,3149.1702991646985,3252.760583402897,3530.700598039345,4042.134186817771,3976.531755692553,4093.437199106737
DJI,138.29083051605377,141.01968940759272,143.46824016761812,149.17234858311303,158.20860871188725,167.06300730720218,180.3354683258398,198.35811058061304,233.5666564898736,245.25385106698704,263.5090873787749,287.63320678940164,309.10519936165656,449.1845602602714,458.7675819133642,505.3879565054871,593.7510435280138,605.3640665621181,610.1970854652452,584.0429922785545,557.9400913848596
DOM,868.7568856482667,929.1346764954594,949.825210198205,479.28351712431385,298.3433252763951,475.3983186269464,505.9388371018042,562.4421887244207,603.4172872859914,614.7183869070561,595.9442068778609,551.258150263873,574.7766299620184,592.3652276190995,602.8918726064005,605.4442928525259,625.275932563459,665.9752740729509,671.832871661096,687.0936257531729,656.815795817782
DZA,564.7224268909064,608.6234283373727,644.5527367078711,671.3499874517499,690.5280854773563,589.6295868181944,584.6266909669785,646.8951832990205,793.0643148368956,860.7374836282828,912.5948036633058,1127.5844960786526,1057.367130622989,980.2602457703924,1002.3320379043988,899.6384818904579,810.8161117433424,719.9535608519876,615.2059871398072,587.0319958473691,594.1321687733194
ECU,362.1465986118815,373.5883586314175,397.6327871024199,437.5473499457047,472.9861914202066,482.256293008462,489.7725143348275,507.3425082052764,574.5342527755128,659.5238520343083,646.2517911692127,661.9812469065463,721.8451955105569,783.6798117934255,817.5405839557019,812.7267871239154,798.808903806792,801.4991481230683,805.5672320623005,776.0119479635403,716.9800426131177
EGY,400.9934702632487,377.90253547003937,352.1114892532069,307.20095243727826,266.80296684729115,280.2280878980223,296.5503688464139,289.80202143797976,304.3014072165201,325.3491154784906,329.83609988582884,319.68076015657937,302.150559140432,285.1499020753578,277.1360673407009,263.76344331868006,238.3127592126071,118.89538767255898,84.10692904543677,80.7946332438211,93.56432110821564
ERI,664.6180463823304,462.1909550227269,343.2982459212081,376.7643895155367,289.05455512959185,246.3244226631328,173.74150759309046,169.72547614989216,154.05338611451305,119.85369272290104,190.61853595568317,171.01638685801217,163.5208092933557,164.76520302786545,165.15606648321196,164.73934415676774,163.62118328237773,161.92266175665412,159.7117889091898,157.05033964031833,154.00320408189387
EST,1454.7624332644843,1433.237405611803,1577.9805926282556,2013.5819665700496,2317.987476865877,2476.886371501745,2595.207545206821,3077.0085946713675,3642.6303485380663,3348.887393314771,3124.900523334598,3301.0892437773978,3121.441561778506,3361.353562353063,3484.283217401946,3107.999171060107,3224.889033842959,3397.9522582455425,3677.704361149794,3689.372303095528,4013.025428600336
ETH,32.39353586878621,33.73396228500391,32.89978498335803,31.6813852254144,35.52762729032987,39.38036439151516,43.38212518771607,47.62369116870401,49.93075196677837,47.515408907324,41.79089160117452,36.57607448769731,29.037949969264933,31.93389138539765,33.72856856605212,33.50584796046064,41.97284294633162,42.0701952497638,34.6761502455898,30.56377590239192,28.05983104685548
FJI,565.4335440330947,543.6673484381328,564.9525114214398,650.1885649841753,701.7911874845986,729.8077865143276,839.7006092898196,819.6535422739714,752.8606575074365,648.5565530326429,598.4232841193075,757.2232505090697,830.2404215154628,854.17187594076,928.4660728518036,877.4825099635904,842.4066025946537,910.2976377087324,982.905871108184,911.2384591189478,730.1423156783886
GAB,763.2814818060779,1235.233988401152,1307.2703370305774,1535.6330398228274,1535.7535544592008,1282.501892264076,1301.711510965234,1499.4450463687572,1371.5914254161607,1635.1387605591424,1344.854080039013,1382.9603983821307,1418.6493960429657,1536.955801224998,1589.007561316675,1330.3646933968096,1298.832219659964,1170.4259655855735,960.2326788143954,960.0677618143532,1007.706417490184
GEO,127.80415705536,146.4281729989699,149.344653298719,141.41580591406432,236.61469244862144,346.1842468220118,323.5422566089486,536.2375201594809,727.9431393061881,600.9819589821551,495.8777510375602,508.1054273497055,549.8939135492611,584.5439539638394,587.4274906480135,472.8183489713551,500.8391683216875,448.8940494022643,444.9842959291735,417.6598958658332,391.8952880743263
GHA,289.7295600320569,213.79207911181004,200.12331234000305,219.36768495433503,229.82898385907723,296.58995512015133,176.32584069969278,169.0814478914176,163.26037652153036,108.4137699201315,104.63896851217612,213.6491873432464,162.11597938676076,144.451802823631,99.04428761163544,70.33313592101872,68.71675328546266,57.38391405028913,57.98395477142981,51.94069005899234,46.187893843296536
GIN,155.10976934723942,146.24371300107163,165.90987440983542,163.777335008047,123.51780542601222,77.18504442957152,48.58366106763878,67.2420301585293,54.97311109496622,85.00505331335646,92.117149771087,97.5504922201936,93.0778053595484,124.74843531252252,117.32776886312963,122.03061415481632,95.17472250351116,91.16844301281714,96.34537978394268,96.07328614395144,80.90886978663058
GMB,214.1507916894316,181.1654210208544,116.71912427235496,74.41301506951957,65.00459071844672,68.71425163771677,68.62413885069931,73.12903549487933,104.34439850016967,88.3679198156827,91.24620106319156,70.41447038444458,62.60912968396251,59.06132036586442,46.37766852291653,43.32284708785178,42.61393085792098,37.58166464245844,32.85954838327142,39.050463508823626,33.54059568472341
GNB,81.20176646490575,62.05044706469702,62.37128307035045,84.09366402364611,79.86084803412011,83.80904408516348,64.7850083404479,67.84116557025168,60.65021523243302,57.86917613962848,58.563421800670895,60.97488691585477,60.74542035069906,46.01850050832883,87.87840699444403,62.15626224865324,55.69577639418226,55.56065159929591,77.91142665152915,88.1983286311637,95.5459745128955
GNQ,75.31422372980377,132.60151806058474,183.73802133185075,275.3163012346464,455.680051238924,484.34545972807024,1334.5965180865203,1688.1050519538392,1765.2595169785325,2711.388003268728,2363.39749802438,2548.384994220415,2396.6968611270568,3028.2274400164765,3008.468758444158,3007.382397987952,3044.5104292648225,2638.650502844294,2476.775170390666,2278.923262033094,2480.2771349204118
GTM,195.3405709338592,281.56046743362464,275.726772432303,270.1454799579012,248.38888032522905,252.34494207176652,257.7178517069753,274.6200251126667,293.2316095007976,301.5220226785844,316.4015217395041,324.8191830080969,330.2844401162469,358.98909173643403,372.0741160472635,377.5957405326684,360.3631126747873,381.4417700413028,395.8957616088069,395.4654988109824,395.49048661523415
GUY,1024.8964741382276,1039.9023482147202,1060.4760305546563,1127.6569249400466,1085.6854177297291,1045.258009162319,1151.8497020840111,1235.8011489598446,1256.847963766845,1307.5090953620454,1357.5191847317367,1420.2748973172434,1481.8909712170223,1511.5212190009709,1509.2995674166602,1497.276338040288,1529.9037376081194,1560.3990044369584,1591.3939035633966,1639.1488977789943,2306.088373188428
HND,295.885930114535,310.8605653596323,301.72041508912696,290.2901506989265,288.46641710484056,298.6744015388667,299.58501274495256,344.16669680954294,361.6467202134964,377.6697489455907,368.0338425968317,335.4747025347096,335.4145687998667,335.0798320241959,301.4742416594892,274.50785479855125,265.8104989887998,254.78160413893556,254.99455251462655,251.6342462572035,249.48178175835528
HRV,1533.815720136097,1419.4599670880186,1568.208638674304,1890.3839678426543,2196.177168327293,2313.000103284081,2471.3230094307346,2954.1687992865777,3206.073711225092,3054.9335567964017,2899.6512021976514,3007.494875205461,2692.02518401765,2730.847333789095,2768.0677223775783,2297.7372145350887,2347.0382345475623,2495.543594962248,2728.2130292605198,2706.9959377995265,2840.1140599782
HTI,171.94119081984886,146.6618180625421,139.24658391367242,95.51499111479144,87.6756770806007,80.50627485847914,81.29065444550365,100.87209122801444,106.99077404919971,92.55478375686184,91.12407159513772,84.39211707834568,91.99129905710384,89.53214143773477,93.66020234613228,90.72118033388752,74.67673661611879,69.09873791778283,70.46074812385919,47.2051024490796,45.16064749152866
HUN,1667.0578837754088,1704.2025257482492,2061.9223857221205,2603.04570579962,2901.351890070753,3096.716528433418,3044.48152295322,3315.479947032004,3687.6544924998784,3028.2875539173106,2904.2037891373197,2954.4464871510168,2532.7612142866838,2572.174186573601,2621.224052152718,2237.9717229928256,2303.051364817647,2493.412607932432,2607.201717087644,2560.7921290032427,2406.4293219015826
IDN,162.42520785931117,143.74349982905915,172.03235127024098,216.25878424907168,220.1310421257633,206.0599422484468,241.80783033346995,246.0039491342354,244.81025521332683,268.5932519042538,302.19136045443616,330.01188322402373,329.32115996695984,316.70829860162485,286.5762995637666,272.0329469861376,277.5231844743081,274.37098209706465,265.2351268321552,270.740375005486,268.3601146536387
IND,107.09536668051852,104.0430872364199,100.64878012720656,108.13015842282762,112.3447558944308,120.67140099269923,118.79793858218729,142.4554652277958,135.36664175408075,151.7631864381253,162.48634255600405,161.62298509495176,142.92231498018097,130.21327703985662,138.75426793863724,138.22927450048326,142.82128320520067,164.02794870315248,159.73176696112924,168.8610793842314,163.9670774028413
IRN,1390.0373679638146,1357.1618570475766,957.1612145897536,972.8085336900712,939.0171411664232,989.1095906931172,1036.1103721606682,832.5943624672047,862.0644005595025,915.5940717465716,882.3653936490067,748.7724656339612,604.6460790072483,330.6516280170759,308.01488126678527,332.6890457342491,368.0580249851758,347.3196652848062,155.3816294735306,93.09578682260477,51.648363780841485
IRQ,829.2963808906297,987.9699442406146,992.3052908516833,358.64004424720736,1036.7549625883114,794.5951393006659,648.4103754474021,907.7261803519872,902.9914105181992,1180.042061540573,1098.6431571888122,1189.3325512835556,1104.158977663711,1203.2581453229748,1198.0837231482294,1257.0353677773826,1352.1761033222565,1125.8184006135682,1155.513123429601,1408.3739099713614,1160.3799626125815
ISR,6635.451977574318,6634.060342965567,6092.99696167994,6106.998728031312,6017.561533726629,6009.1813076035405,6165.568316705423,6633.888626037174,7613.485562329757,6821.371120349898,7363.713153758757,7851.077716462486,7421.925469366443,8116.466798395649,8341.775891047972,7651.894382259,7886.429498879714,8657.94527720574,8950.703454885348,9065.66488139039,9621.275804362638
JAM,1395.4415638271362,1339.8770689092062,1332.2146626125686,1110.89912570771,957.1503766089694,1040.7992791753627,986.4221547800818,1013.8868620369536,1035.9890189959542,832.9515710898453,802.2475953318939,807.8591610860567,795.7178039125714,669.3969858173955,568.0838617102163,514.5918596294632,486.0716011112874,461.73696130767513,466.8397934965824,458.1064793513828,383.4422584531931
JOR,725.5970491759782,725.1985222137104,745.2496658519814,776.1746889796977,753.7737527368357,723.527397586353,795.2993121823924,822.5974642132248,749.9022116147029,852.4890857076712,761.7134885303124,773.0723526355091,714.4897853274659,665.2926327680807,655.4122484932943,632.4440790479797,605.5284932704,607.4075338775501,597.3950306742508,607.8705370306137,632.9037927329312
KAZ,676.1189450208753,826.3270450323639,748.4163445235279,806.191695976462,992.4858541852348,1068.778342453955,1117.7359891592505,1346.656877526353,1293.0429505092434,1207.9441734340282,1187.2666063381998,1223.677485600546,1365.2666442787752,1232.2954137999786,1127.1489802324445,987.7930156093764,637.6571048564622,622.4211651805514,477.6399791231469,487.1694282411077,465.9737432590651
KEN,142.19302277706123,147.72848625377628,154.19805524311343,170.08141451908392,164.35320796042703,172.7032618340652,154.73353308159878,175.63920703354984,178.53982320116543,155.76680041273582,149.39997489235324,136.14166664624028,144.03639060720693,148.77727259103506,147.02244283726225,137.69496616032117,126.41756115978738,126.68136052960766,136.34634725826228,139.03240242026098,132.19078071188835
KGZ,154.01275964697075,138.13709565382055,150.9992251079034,156.21011548597292,183.9905225635963,182.7757791667519,195.83467127374607,214.9609434941513,240.28123700827985,218.387637492407,196.31180266329116,204.73164694842853,217.41569745154703,210.59254313063408,183.7029997447369,158.28858290985323,146.68248029224284,150.39508747028987,153.62992189377462,148.7245506549595,129.273191792094
KHM,25.161255412004035,26.50300246868138,28.543364151531737,28.97014486859167,26.558343091250283,26.377163224503803,24.400161142771942,44.38836490476093,45.90146110545093,48.47980596354785,51.51421910123049,53.10785876327983,54.20005799653892,55.63815313324967,57.25660772635865,58.85992800801044,59.94199148020654,62.14763860815375,63.25939234951519,64.97036047754497,70.5722009161039
KIR,599.9642066300742,537.5153546039875,595.3379370339209,733.3687270779083,823.1655188792513,897.2061030557848,878.1905964458092,981.7985460748394,966.9916560525418,881.9898323995504,947.5916071733944,1074.8608813623855,1147.1868527024417,1054.4351081668467,1103.7511415678175,893.3474655019768,1006.2350870543056,1013.274775026553,1089.8932862455558,1005.344587909882,1019.907138319594
KOR,1725.8390954278325,1697.9061486933972,1873.7312360111796,2088.72857746718,2319.181509684356,2797.1527541103706,3270.974881151956,3563.718929352709,3225.267872153944,2918.057987433366,3322.108475653381,3617.902913238159,3704.0468562691176,3986.737770392529,4326.608202779657,4084.74467086211,4128.5299976415545,4413.595308983182,4849.7298835606325,4990.467965898743,5163.714609578144
KWT,8486.03957833935,9100.355920986814,9959.737986427688,10719.574319283734,10134.666046180684,8676.690242495439,7939.471149014089,8210.865116214769,8022.917098436242,9042.64473714393,7748.994855030338,7235.502856995474,7284.500739016036,7514.611090736579,7790.714587848663,9718.477678174026,10262.243467663928,9026.80463967832,8494.795930448581,9130.008606803096,8957.894859818505
